MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Spectral_Contrast_1,Spectral_Contrast_2,Spectral_Contrast_3,Spectral_Contrast_4,Spectral_Contrast_5,Spectral_Contrast_6,Spectral_Contrast_7,Zero_Crossing_Rate,Tempo,Label
-124.4124984741211,77.99978637695312,2.3255999088287354,27.97947883605957,12.891474723815918,11.969417572021484,5.45082950592041,15.463969230651855,4.44264030456543,13.928529739379883,-6.366213321685791,2.879610300064087,-0.5813276767730713,-1.1037273406982422,-2.314511775970459,-0.5294122099876404,-3.195605516433716,3.7568519115448,-1.8390519618988037,-3.119676351547241,0.3117338716983795,0.3028514087200165,0.445785790681839,0.30377310514450073,0.22066539525985718,0.3063802421092987,0.2765558063983917,0.3665570914745331,0.340466171503067,0.47305724024772644,0.3744269013404846,0.28996577858924866,22.815921104085444,19.367312920947207,20.32991935705295,18.921011302710557,16.92810755745621,16.952863656319686,49.81691020895695,0.08991240104742809,161.4990234375,Acoustic
-147.6806182861328,142.1519775390625,9.823690414428711,17.51762580871582,-13.08039379119873,-5.44761323928833,-15.79804801940918,-12.476177215576172,-21.61540412902832,-12.455582618713379,-9.547577857971191,-4.786285877227783,-4.5349040031433105,-10.573675155639648,-10.364472389221191,-4.7143073081970215,-7.138998508453369,-3.1780338287353516,-2.301140069961548,-0.09399256110191345,0.19358833134174347,0.34195220470428467,0.5592259168624878,0.3246839642524719,0.5837036967277527,0.2675377428531647,0.3755689561367035,0.3245018422603607,0.2220323085784912,0.3474292755126953,0.22698046267032623,0.3453480899333954,22.788678071833054,17.22063918423913,21.51107610541277,22.332336408869917,20.365852366311803,19.67351853055267,48.94925616461976,0.049590938718547674,89.10290948275862,Acoustic
-245.04637145996094,115.88871002197266,33.447566986083984,24.855424880981445,27.652198791503906,13.163305282592773,5.387204647064209,4.36848258972168,-9.11939811706543,3.7842535972595215,-14.17720890045166,-5.546787261962891,-16.440837860107422,-15.9104585647583,-4.454406261444092,-9.043452262878418,-14.826741218566895,-6.612813472747803,-6.3245530128479,-7.343439102172852,0.15392878651618958,0.31870436668395996,0.49431949853897095,0.27948081493377686,0.24778148531913757,0.14694532752037048,0.21058447659015656,0.22285956144332886,0.2208525538444519,0.3950957953929901,0.26182839274406433,0.1992935687303543,24.73372610675362,23.264055892237288,22.648112493331613,20.806551873559822,20.18771581174512,18.676978386994218,48.46046280245368,0.04214494479827518,161.4990234375,Acoustic
-113.82997131347656,97.02104187011719,8.003911972045898,31.860679626464844,11.934242248535156,19.206005096435547,4.45900821685791,7.034519672393799,-0.07746928930282593,5.679498672485352,-5.3002729415893555,-3.0724966526031494,-7.424658298492432,-1.4039267301559448,-1.3344151973724365,2.6817479133605957,-0.9386076331138611,1.86823308467865,-1.2209373712539673,2.5307891368865967,0.38910770416259766,0.33274054527282715,0.4509758949279785,0.3442327082157135,0.3298865258693695,0.21944071352481842,0.28391748666763306,0.49743133783340454,0.27881065011024475,0.26475343108177185,0.24644231796264648,0.4303171634674072,25.51771436854314,18.007837552173267,23.009859486742922,21.421210949736384,19.51944165007742,18.305689800782794,47.977063711348336,0.05911365345578165,86.1328125,Acoustic
-275.3302001953125,117.34960174560547,41.34201431274414,35.38505172729492,23.00720977783203,19.394529342651367,1.6736937761306763,-0.48014241456985474,-3.4156482219696045,-1.957643747329712,-7.934215545654297,-5.420314788818359,-4.145529747009277,-5.170141696929932,-5.091577053070068,0.19282858073711395,-0.3224855065345764,3.657001256942749,0.5441321730613708,-2.2111082077026367,0.35263246297836304,0.266617089509964,0.35219401121139526,0.29977506399154663,0.41041016578674316,0.2996814548969269,0.22130617499351501,0.3777317404747009,0.27235138416290283,0.35355767607688904,0.24985453486442566,0.2992362380027771,21.505310111759954,18.874009751968597,25.834368716791232,22.580598723501485,20.83084939309517,15.769592529064829,45.41738036847149,0.04133879009046053,92.28515625,Acoustic
-97.7361068725586,79.14666748046875,25.79588508605957,33.33198928833008,9.25806713104248,21.629146575927734,3.624438524246216,6.982247829437256,-6.654275894165039,2.151951551437378,-6.127446174621582,-0.7886471748352051,-5.968891143798828,-7.2418293952941895,-5.305279731750488,0.9200001358985901,-4.695600986480713,2.466864824295044,-0.8830729126930237,-0.9659074544906616,0.2461257129907608,0.2519255578517914,0.3635803461074829,0.30020204186439514,0.37227723002433777,0.3232232332229614,0.5205587148666382,0.46861496567726135,0.2775267958641052,0.2787379324436188,0.2617546319961548,0.34023335576057434,25.776039119371568,19.102918762934177,19.686591832041803,17.605971093438022,17.221397973106303,16.345914288166817,46.669001067809674,0.06328219011252323,107.666015625,Acoustic
-65.18090057373047,87.06983947753906,-8.141247749328613,34.566062927246094,8.106656074523926,18.039583206176758,5.084325790405273,7.285944938659668,-2.21313738822937,1.4351224899291992,-6.825161457061768,2.608994960784912,-0.0711733028292656,-2.390833854675293,-5.621949672698975,-0.8634704947471619,-8.1754789352417,0.5754346251487732,-3.208543062210083,-3.719771385192871,0.3196992874145508,0.5704706311225891,0.29131069779396057,0.23936727643013,0.28415849804878235,0.5657368898391724,0.3875507712364197,0.2809252440929413,0.36538034677505493,0.4050273001194,0.6642115116119385,0.33719661831855774,24.502775210892636,17.680172757715727,21.76634197382615,21.838530633418557,21.85156175587866,21.622763796315216,48.86579958438058,0.1028295928582453,151.99908088235293,Acoustic
-164.01637268066406,140.65872192382812,8.562026977539062,18.97985076904297,9.940765380859375,9.47418212890625,0.21702057123184204,2.109774589538574,-5.054993152618408,-1.5779500007629395,-6.292662143707275,-0.7398252487182617,-0.9247714877128601,-0.04221629351377487,-3.290846586227417,-4.932847499847412,-5.123679161071777,0.8527515530586243,-0.71341872215271,0.21823672950267792,0.32577192783355713,0.5027162432670593,0.4752079248428345,0.24329687654972076,0.2991577386856079,0.223861426115036,0.3715648353099823,0.27373528480529785,0.21504972875118256,0.3196697235107422,0.31873348355293274,0.47858330607414246,21.256818720253296,17.807576732312672,21.17244450548391,22.44217411414455,23.667777722348138,21.295780612568667,46.13955631453049,0.055740248226950354,123.046875,Acoustic
-70.61004638671875,94.51753234863281,0.34497812390327454,31.382722854614258,7.783085346221924,17.01646614074707,3.8655290603637695,7.090062618255615,0.2111779898405075,8.30884838104248,-0.7450627684593201,3.148989677429199,-5.5923285484313965,0.6160964965820312,-2.1148548126220703,2.799562454223633,-1.691591501235962,1.5482075214385986,-2.6873488426208496,0.14825917780399323,0.4113336205482483,0.3420964479446411,0.48856881260871887,0.4212566316127777,0.3874090313911438,0.6141360402107239,0.45532339811325073,0.4932568669319153,0.40378791093826294,0.45913466811180115,0.591117799282074,0.42875227332115173,24.57300217004093,15.272209156917528,18.484850372859096,16.98006893188508,17.115027806576325,16.79259820804628,47.648413670780116,0.0706827906840919,112.34714673913044,Acoustic
-97.33338165283203,89.69279479980469,29.51504898071289,22.840360641479492,10.907017707824707,13.65753173828125,4.0754547119140625,10.062336921691895,2.213373899459839,8.28817367553711,5.056483745574951,10.313660621643066,4.648069381713867,3.873647928237915,1.4700206518173218,3.6790037155151367,0.635067880153656,3.839061737060547,0.015080452896654606,4.489040374755859,0.5158101320266724,0.3455698490142822,0.37897881865501404,0.41226574778556824,0.4175724983215332,0.5349897146224976,0.4807701110839844,0.5701047778129578,0.5053685307502747,0.4486072361469269,0.3685548007488251,0.40312832593917847,24.863781699023193,15.52051950716543,18.107516561124132,17.894382719982165,18.660348969575193,17.654689132720442,44.6104650397678,0.07156547506992254,103.359375,Acoustic
-264.4908142089844,148.0088653564453,23.3151798248291,20.610727310180664,19.634096145629883,22.658222198486328,-9.26146411895752,6.705679893493652,-5.940814018249512,5.821640491485596,-3.1955573558807373,8.764622688293457,-2.381114959716797,-7.45847225189209,4.43283748626709,6.760355472564697,-7.230175495147705,-1.9125405550003052,3.6888253688812256,-7.089568614959717,0.1138453483581543,0.2515307366847992,0.4345680773258209,0.2336955964565277,0.2930213510990143,0.17578081786632538,0.2728206217288971,0.1893075555562973,0.19597244262695312,0.36809685826301575,0.17766061425209045,0.18122456967830658,21.30840909625721,20.79847209292541,25.604205181982646,24.78904557066516,25.845600607054383,18.839303353377478,50.53109440081843,0.038660488548483044,103.359375,Acoustic
-307.6775817871094,128.5569610595703,46.014137268066406,30.63306427001953,29.264638900756836,21.486909866333008,19.226818084716797,5.935217380523682,0.03483271226286888,0.9120836853981018,-9.945112228393555,-7.061806678771973,-11.933866500854492,-8.94724178314209,-6.677981376647949,-4.52423095703125,-2.193068265914917,-0.416169673204422,1.5952755212783813,5.738735675811768,0.084906667470932,0.2270047664642334,0.43009939789772034,0.3244849145412445,0.17966090142726898,0.17432986199855804,0.52190101146698,0.7690372467041016,0.3765079081058502,0.15657967329025269,0.10326409339904785,0.09007468819618225,23.384401561139246,23.315091273552376,21.43666598391976,19.891344176577668,18.889785170663448,18.584079938941773,45.8539277000431,0.02262789623529715,107.666015625,Acoustic
-248.8180389404297,130.40737915039062,19.877294540405273,20.494800567626953,15.14661979675293,11.428460121154785,1.2431559562683105,3.136420488357544,-3.8748607635498047,0.5499930381774902,-6.618098258972168,-4.526590347290039,-10.850724220275879,-10.118370056152344,-7.1378397941589355,-3.4050230979919434,-7.268062114715576,3.8402416706085205,0.5294499397277832,2.0245113372802734,0.20105448365211487,0.28181663155555725,0.19660383462905884,0.21299013495445251,0.16702382266521454,0.3539855480194092,0.7709323167800903,0.36827802658081055,0.18123286962509155,0.15450705587863922,0.23757770657539368,0.19613683223724365,24.834191234021812,21.074366488605467,21.878543556186553,19.797309909587185,19.75243009562897,17.97923158836674,46.656285397602986,0.036599575748302006,129.19921875,Acoustic
-256.31427001953125,114.3740005493164,5.593061923980713,21.59886360168457,2.4269940853118896,9.55042552947998,-0.4449041783809662,6.603687286376953,-1.0128288269042969,2.5644631385803223,-1.1964813470840454,2.595731496810913,-0.47617778182029724,-0.9992226362228394,-4.911454677581787,0.8556661009788513,2.285238742828369,1.513219952583313,-4.127631187438965,-3.267915725708008,0.1924755871295929,0.2613736689090729,0.5169408321380615,0.3279031217098236,0.3674484193325043,0.3958514332771301,0.2409885972738266,0.3206058740615845,0.3161449134349823,0.6051649451255798,0.4181213974952698,0.2508006989955902,26.927868706782085,18.982805930509134,22.706120417879212,23.17946129965991,22.296827323077675,19.81280339515105,48.59652334164448,0.07354286712979606,99.38401442307692,Acoustic
-244.53318786621094,161.10191345214844,10.474589347839355,20.034210205078125,3.7927160263061523,-1.7616981267929077,6.548161506652832,-3.1409549713134766,-5.3384552001953125,1.6962571144104004,-4.945979118347168,-0.7683260440826416,-2.891751527786255,-6.292451858520508,-4.645534992218018,-2.7340118885040283,-1.1148256063461304,4.1314897537231445,1.6284505128860474,6.54170036315918,0.3545219898223877,0.3423818051815033,0.5273000001907349,0.36076754331588745,0.49635785818099976,0.2896660566329956,0.46596378087997437,0.48185184597969055,0.3100196123123169,0.40972447395324707,0.2777506411075592,0.35045555233955383,27.113506869962006,16.29718464154238,19.299622723949852,20.89854071594825,20.927120535560544,22.231570065750606,44.62999115092881,0.04634383637301464,95.703125,Acoustic
-250.92918395996094,95.12061309814453,27.707138061523438,32.23810958862305,24.059783935546875,11.432687759399414,8.904656410217285,11.56314754486084,5.632796764373779,7.372756481170654,-10.593873023986816,-0.178371399641037,-6.660154342651367,-1.489302158355713,-2.086866617202759,-0.8601937890052795,-6.526632308959961,1.490526795387268,-0.9606887698173523,-3.709545850753784,0.290325790643692,0.2505636513233185,0.2833915054798126,0.25237518548965454,0.2372359335422516,0.291265606880188,0.3138187825679779,0.3600691854953766,0.36615195870399475,0.36770081520080566,0.3608408272266388,0.28654807806015015,23.816889248496828,20.69553915825604,21.85609875278938,20.307439113732375,19.193058770513215,18.009237549087395,48.831125297360295,0.05350142477033886,99.38401442307692,Acoustic
